,Nama,Ulasan,Label,review_token,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
308,satrya tama,bagi pecinta alam cocok ya tapi kalau habis hujan harap hati hati,Positif,"['bagi', 'pecinta', 'alam', 'cocok', 'ya', 'tapi', 'kalau', 'habis', 'hujan', 'harap', 'hati', 'hati']","['bagi', 'pecinta', 'alam', 'cocok', 'ya', 'tapi', 'kalau', 'habis', 'hujan', 'harap', 'hati', 'hati']","['pecinta', 'alam', 'cocok', 'ya', 'habis', 'hujan', 'harap', 'hati', 'hati']","['pecinta', 'alam', 'cocok', 'habis', 'hujan', 'harap', 'hati', 'hati']","['cinta', 'alam', 'cocok', 'habis', 'hujan', 'harap', 'hati', 'hati']"
309,rayda zean,good place untuk liburan family yah recommended buat wisata yang satu ini,Positif,"['good', 'place', 'untuk', 'liburan', 'family', 'yah', 'recommended', 'buat', 'wisata', 'yang', 'satu', 'ini']","['bagus', 'place', 'untuk', 'liburan', 'family', 'yah', 'rekomendasi', 'buat', 'wisata', 'yang', 'satu', 'ini']","['bagus', 'place', 'liburan', 'family', 'yah', 'rekomendasi', 'wisata']","['bagus', 'place', 'liburan', 'family', 'rekomendasi', 'wisata']","['bagus', 'place', 'libur', 'family', 'rekomendasi', 'wisata']"
310,Labisun Labisun,pemandangannya enak sejuk di rasakannya,Positif,"['pemandangannya', 'enak', 'sejuk', 'di', 'rasakannya']","['pemandangannya', 'enak', 'sejuk', 'di', 'rasakannya']","['pemandangannya', 'enak', 'sejuk', 'rasakannya']","['pemandangannya', 'enak', 'sejuk', 'rasakannya']","['pandang', 'enak', 'sejuk', 'rasa']"
311,Ardian malang,lumayan bagus,Positif,"['lumayan', 'bagus']","['lumayan', 'bagus']","['lumayan', 'bagus']","['lumayan', 'bagus']","['lumayan', 'bagus']"
312,Vida Brail,lumayan jln menuju air terjunnya agak licin,Positif,"['lumayan', 'jln', 'menuju', 'air', 'terjunnya', 'agak', 'licin']","['lumayan', 'jln', 'menuju', 'air', 'terjunnya', 'agak', 'licin']","['lumayan', 'jln', 'air', 'terjunnya', 'licin']","['lumayan', 'jln', 'air', 'terjunnya', 'licin']","['lumayan', 'jln', 'air', 'terjun', 'licin']"
313,Peter Amirtha,pemandangan bagus dan ada tempat makannya cukup enak,Positif,"['pemandangan', 'bagus', 'dan', 'ada', 'tempat', 'makannya', 'cukup', 'enak']","['pemandangan', 'bagus', 'dan', 'ada', 'tempat', 'makannya', 'cukup', 'enak']","['pemandangan', 'bagus', 'makannya', 'enak']","['pemandangan', 'bagus', 'makannya', 'enak']","['pandang', 'bagus', 'makan', 'enak']"
314,Abdul Rohim,fasilitas parkir ok airnya kotor logistik tak ada,Negatif,"['fasilitas', 'parkir', 'ok', 'airnya', 'kotor', 'logistik', 'tak', 'ada']","['fasilitas', 'parkir', 'oke', 'airnya', 'kotor', 'logistik', 'tidak', 'ada']","['fasilitas', 'parkir', 'oke', 'airnya', 'kotor', 'logistik']","['fasilitas', 'parkir', 'oke', 'airnya', 'kotor', 'logistik']","['fasilitas', 'parkir', 'oke', 'air', 'kotor', 'logistik']"
315,Aas Ridwan (Aak),refreshing with orang kantor dan keluarga,Positif,"['refreshing', 'with', 'orang', 'kantor', 'dan', 'keluarga']","['refreshing', 'with', 'orang', 'kantor', 'dan', 'keluarga']","['refreshing', 'with', 'orang', 'kantor', 'keluarga']","['refreshing', 'with', 'kantor']","['refreshing', 'with', 'kantor']"
316,enny herawati,bagus untuk dikunjungi,Positif,"['bagus', 'untuk', 'dikunjungi']","['bagus', 'untuk', 'dikunjungi']","['bagus', 'dikunjungi']","['bagus', 'dikunjungi']","['bagus', 'kunjung']"
317,Maya Sari,air terjun di wilayah sampang madura yg langsung bermuara di laut utara madura,Positif,"['air', 'terjun', 'di', 'wilayah', 'sampang', 'madura', 'yg', 'langsung', 'bermuara', 'di', 'laut', 'utara', 'madura']","['air', 'terjun', 'di', 'wilayah', 'sampang', 'madura', 'yang', 'langsung', 'bermuara', 'di', 'laut', 'utara', 'madura']","['air', 'terjun', 'wilayah', 'sampang', 'madura', 'langsung', 'bermuara', 'laut', 'utara', 'madura']","['air', 'terjun', 'wilayah', 'sampang', 'madura', 'langsung', 'bermuara', 'laut', 'utara', 'madura']","['air', 'terjun', 'wilayah', 'sampang', 'madura', 'langsung', 'muara', 'laut', 'utara', 'madura']"
318,Raditiyo Mirza Afiansyah,bagus air terjunnya langsung turun ke pantai laut,Positif,"['bagus', 'air', 'terjunnya', 'langsung', 'turun', 'ke', 'pantai', 'laut']","['bagus', 'air', 'terjunnya', 'langsung', 'turun', 'ke', 'pantai', 'laut']","['bagus', 'air', 'terjunnya', 'langsung', 'turun', 'pantai', 'laut']","['bagus', 'air', 'terjunnya', 'langsung', 'turun', 'pantai', 'laut']","['bagus', 'air', 'terjun', 'langsung', 'turun', 'pantai', 'laut']"
319,Eni Rosita,baru kali ini aku melihat air terjun langsung kelaut takjub,Positif,"['baru', 'kali', 'ini', 'aku', 'melihat', 'air', 'terjun', 'langsung', 'kelaut', 'takjub']","['baru', 'kali', 'ini', 'aku', 'melihat', 'air', 'terjun', 'langsung', 'kelaut', 'takjub']","['kali', 'air', 'terjun', 'langsung', 'kelaut', 'takjub']","['kali', 'air', 'terjun', 'langsung', 'kelaut', 'takjub']","['kali', 'air', 'terjun', 'langsung', 'laut', 'takjub']"
320,Theresya Beatriz,wisatanya kurang dirawat tidak bersih cenderung biasa saja jika kesini disarankan pagi hari saja,Negatif,"['wisatanya', 'kurang', 'dirawat', 'tidak', 'bersih', 'cenderung', 'biasa', 'saja', 'jika', 'kesini', 'disarankan', 'pagi', 'hari', 'saja']","['wisatanya', 'kurang', 'dirawat', 'tidak', 'bersih', 'cenderung', 'biasa', 'saja', 'jika', 'sini', 'disarankan', 'pagi', 'hari', 'saja']","['wisatanya', 'dirawat', 'bersih', 'cenderung', 'disarankan', 'pagi']","['wisatanya', 'dirawat', 'bersih', 'cenderung', 'disarankan', 'pagi']","['wisata', 'rawat', 'bersih', 'cenderung', 'saran', 'pagi']"
321,Hairin Maliu,bagus musim kemarau airnya bening,Positif,"['bagus', 'musim', 'kemarau', 'airnya', 'bening']","['bagus', 'musim', 'kemarau', 'airnya', 'bening']","['bagus', 'musim', 'kemarau', 'airnya', 'bening']","['bagus', 'musim', 'kemarau', 'airnya', 'bening']","['bagus', 'musim', 'kemarau', 'air', 'bening']"
322,Adhi sucipto,pemandangan air terjun toroan bagus sekali dan pakiranya luas saya senang sekali,Positif,"['pemandangan', 'air', 'terjun', 'toroan', 'bagus', 'sekali', 'dan', 'pakiranya', 'luas', 'saya', 'senang', 'sekali']","['pemandangan', 'air', 'terjun', 'toroan', 'bagus', 'sekali', 'dan', 'pakiranya', 'luas', 'saya', 'senang', 'sekali']","['pemandangan', 'air', 'terjun', 'toroan', 'bagus', 'pakiranya', 'luas', 'senang']","['pemandangan', 'air', 'terjun', 'toroan', 'bagus', 'pakiranya', 'luas', 'senang']","['pandang', 'air', 'terjun', 'toro', 'bagus', 'pakiranya', 'luas', 'senang']"
323,Andre Rean,mantap kan bro v,Positif,"['mantap', 'kan', 'bro', 'v']","['mantap', 'kan', 'kakak', 'v']","['mantap', 'kakak', 'v']",['mantap'],['mantap']
324,Priyono Azis,pemandangan yg sangat menakjubkan air terjun jatuhnya ke pantai,Positif,"['pemandangan', 'yg', 'sangat', 'menakjubkan', 'air', 'terjun', 'jatuhnya', 'ke', 'pantai']","['pemandangan', 'yang', 'sangat', 'menakjubkan', 'air', 'terjun', 'jatuhnya', 'ke', 'pantai']","['pemandangan', 'menakjubkan', 'air', 'terjun', 'jatuhnya', 'pantai']","['pemandangan', 'menakjubkan', 'air', 'terjun', 'jatuhnya', 'pantai']","['pandang', 'takjub', 'air', 'terjun', 'jatuh', 'pantai']"
325,IZMUREEAN,tempat mudah terjangkau mungkin kalau lebih bersih sedikit pasti nyaman,Positif,"['tempat', 'mudah', 'terjangkau', 'mungkin', 'kalau', 'lebih', 'bersih', 'sedikit', 'pasti', 'nyaman']","['tempat', 'mudah', 'terjangkau', 'mungkin', 'kalau', 'lebih', 'bersih', 'sedikit', 'pasti', 'nyaman']","['mudah', 'terjangkau', 'bersih', 'nyaman']","['mudah', 'terjangkau', 'bersih', 'nyaman']","['mudah', 'jangkau', 'bersih', 'nyaman']"
326,Golek Duit Channel,bagus,Positif,['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
327,abdul kholik,ada bbrapa spot yg kurang terawat toilet lebih,Positif,"['ada', 'bbrapa', 'spot', 'yg', 'kurang', 'terawat', 'toilet', 'lebih']","['ada', 'bbrapa', 'spot', 'yang', 'kurang', 'terawat', 'toilet', 'lebih']","['bbrapa', 'spot', 'terawat', 'toilet']","['bbrapa', 'spot', 'terawat', 'toilet']","['bbrapa', 'spot', 'awat', 'toilet']"
328,Adi Aja,air terjun toroan seruuuu,Positif,"['air', 'terjun', 'toroan', 'seruuu']","['air', 'terjun', 'toroan', 'seruuu']","['air', 'terjun', 'toroan', 'seruuu']","['air', 'terjun', 'toroan', 'seruuu']","['air', 'terjun', 'toro', 'seruuu']"
329,Arga Fabian,kurang terawat fasilitas minim jarak toilet dengan venue lumayan jauh,Negatif,"['kurang', 'terawat', 'fasilitas', 'minim', 'jarak', 'toilet', 'dengan', 'venue', 'lumayan', 'jauh']","['kurang', 'terawat', 'fasilitas', 'minim', 'jarak', 'toilet', 'dengan', 'venue', 'lumayan', 'jauh']","['terawat', 'fasilitas', 'minim', 'jarak', 'toilet', 'venue', 'lumayan']","['terawat', 'fasilitas', 'minim', 'jarak', 'toilet', 'venue', 'lumayan']","['awat', 'fasilitas', 'minim', 'jarak', 'toilet', 'venue', 'lumayan']"
330,Aris,bagus sejuk tempatnya,Positif,"['bagus', 'sejuk', 'tempatnya']","['bagus', 'sejuk', 'tempatnya']","['bagus', 'sejuk', 'tempatnya']","['bagus', 'sejuk', 'tempatnya']","['bagus', 'sejuk', 'tempat']"
331,Brad Setiawan86,keren destinasinya dan gak ada tiket masuk kulinernya murah bangeeet,Positif,"['keren', 'destinasinya', 'dan', 'gak', 'ada', 'tiket', 'masuk', 'kulinernya', 'murah', 'bangeeet']","['keren', 'destinasinya', 'dan', 'tidak', 'ada', 'tiket', 'masuk', 'kulinernya', 'murah', 'bangeeet']","['keren', 'destinasinya', 'tiket', 'masuk', 'kulinernya', 'murah', 'bangeeet']","['keren', 'destinasinya', 'tiket', 'masuk', 'kulinernya', 'murah', 'bangeeet']","['keren', 'destinasi', 'tiket', 'masuk', 'kuliner', 'murah', 'bangeeet']"
332,HN Indra,air terjunnya langsung k laut mantab deh pokoknya,Positif,"['air', 'terjunnya', 'langsung', 'k', 'laut', 'mantab', 'deh', 'pokoknya']","['air', 'terjunnya', 'langsung', 'ribu', 'laut', 'mantap', 'deh', 'pokok']","['air', 'terjunnya', 'langsung', 'ribu', 'laut', 'mantap', 'deh', 'pokok']","['air', 'terjunnya', 'langsung', 'laut', 'mantap', 'pokok']","['air', 'terjun', 'langsung', 'laut', 'mantap', 'pokok']"
333,Nury Damwijk,pemandangannya sangat bagus air terjunnya tinggiiiiiii,Positif,"['pemandangannya', 'sangat', 'bagus', 'air', 'terjunnya', 'tinggiii']","['pemandangannya', 'sangat', 'bagus', 'air', 'terjunnya', 'tinggiii']","['pemandangannya', 'bagus', 'air', 'terjunnya', 'tinggiii']","['pemandangannya', 'bagus', 'air', 'terjunnya', 'tinggiii']","['pandang', 'bagus', 'air', 'terjun', 'tinggiii']"
334,qom 325,untuk yg ska wisata air terjun pantai bisa di coba ke sne,Positif,"['untuk', 'yg', 'ska', 'wisata', 'air', 'terjun', 'pantai', 'bisa', 'di', 'coba', 'ke', 'sne']","['untuk', 'yang', 'suka', 'wisata', 'air', 'terjun', 'pantai', 'bisa', 'di', 'coba', 'ke', 'sne']","['suka', 'wisata', 'air', 'terjun', 'pantai', 'coba', 'sne']","['suka', 'wisata', 'air', 'terjun', 'pantai', 'sne']","['suka', 'wisata', 'air', 'terjun', 'pantai', 'sne']"
335,Rizal Efendi,tapi pas nyeremnya lagi hujan batu dan jalannya licin sekali,Positif,"['tapi', 'pas', 'nyeremnya', 'lagi', 'hujan', 'batu', 'dan', 'jalannya', 'licin', 'sekali']","['tapi', 'pas', 'nyeremnya', 'lagi', 'hujan', 'batu', 'dan', 'jalannya', 'licin', 'sekali']","['pas', 'nyeremnya', 'hujan', 'batu', 'jalannya', 'licin']","['nyeremnya', 'hujan', 'batu', 'jalannya', 'licin']","['nyeremnya', 'hujan', 'batu', 'jalan', 'licin']"
336,Safik Gio,tempat ini sangat sejuk dan nyaman dan wahananya sangat menyenangkan,Positif,"['tempat', 'ini', 'sangat', 'sejuk', 'dan', 'nyaman', 'dan', 'wahananya', 'sangat', 'menyenangkan']","['tempat', 'ini', 'sangat', 'sejuk', 'dan', 'nyaman', 'dan', 'wahananya', 'sangat', 'menyenangkan']","['sejuk', 'nyaman', 'wahananya', 'menyenangkan']","['sejuk', 'nyaman', 'wahananya', 'menyenangkan']","['sejuk', 'nyaman', 'wahana', 'senang']"
337,Dicky Iwan Setyawan,natural indah apalagi kalau diwaktu sunset atau sunrise dimusim kemarau,Positif,"['natural', 'indah', 'apalagi', 'kalau', 'diwaktu', 'sunset', 'atau', 'sunrise', 'dimusim', 'kemarau']","['natural', 'indah', 'apalagi', 'kalau', 'diwaktu', 'sunset', 'atau', 'sunrise', 'dimusim', 'kemarau']","['natural', 'indah', 'diwaktu', 'sunset', 'sunrise', 'dimusim', 'kemarau']","['natural', 'indah', 'diwaktu', 'sunset', 'sunrise', 'dimusim', 'kemarau']","['natural', 'indah', 'waktu', 'sunset', 'sunrise', 'musim', 'kemarau']"
338,Ali Hamzah,air terjun di jalur pantura jawab tepat berada di pinggir pantai,Positif,"['air', 'terjun', 'di', 'jalur', 'pantura', 'jawab', 'tepat', 'berada', 'di', 'pinggir', 'pantai']","['air', 'terjun', 'di', 'jalur', 'pantura', 'jawab', 'tepat', 'berada', 'di', 'pinggir', 'pantai']","['air', 'terjun', 'jalur', 'pantura', 'pinggir', 'pantai']","['air', 'terjun', 'jalur', 'pantura', 'pinggir', 'pantai']","['air', 'terjun', 'jalur', 'pantura', 'pinggir', 'pantai']"
339,KARIM- DARSILO,sangat senang,Positif,"['sangat', 'senang']","['sangat', 'senang']",['senang'],['senang'],['senang']
340,Taufik Hidayat,pemandangan alam lumayan indah di air terjun titian ketapang,Positif,"['pemandangan', 'alam', 'lumayan', 'indah', 'di', 'air', 'terjun', 'titian', 'ketapang']","['pemandangan', 'alam', 'lumayan', 'indah', 'di', 'air', 'terjun', 'titian', 'ketapang']","['pemandangan', 'alam', 'lumayan', 'indah', 'air', 'terjun', 'titian', 'ketapang']","['pemandangan', 'alam', 'lumayan', 'indah', 'air', 'terjun', 'titian', 'ketapang']","['pandang', 'alam', 'lumayan', 'indah', 'air', 'terjun', 'titi', 'ketapang']"
341,achmad alwy,klo musim hujan kurang bagus air nya g jerni,Negatif,"['klo', 'musim', 'hujan', 'kurang', 'bagus', 'air', 'nya', 'g', 'jerni']","['kalau', 'musim', 'hujan', 'kurang', 'bagus', 'air', 'nya', 'tidak', 'jerni']","['musim', 'hujan', 'bagus', 'air', 'nya', 'jerni']","['musim', 'hujan', 'bagus', 'air', 'jerni']","['musim', 'hujan', 'bagus', 'air', 'jerni']"
342,Shevia Fernanda,pemandangannya bagus dan tidak dikenakan biaya saat masuk,Positif,"['pemandangannya', 'bagus', 'dan', 'tidak', 'dikenakan', 'biaya', 'saat', 'masuk']","['pemandangannya', 'bagus', 'dan', 'tidak', 'dikenakan', 'biaya', 'saat', 'masuk']","['pemandangannya', 'bagus', 'dikenakan', 'biaya', 'masuk']","['pemandangannya', 'bagus', 'dikenakan', 'biaya', 'masuk']","['pandang', 'bagus', 'kena', 'biaya', 'masuk']"
343,joe vandoel,indah air terjun yg berbatasan langsung dgn laut,Positif,"['indah', 'air', 'terjun', 'yg', 'berbatasan', 'langsung', 'dgn', 'laut']","['indah', 'air', 'terjun', 'yang', 'berbatasan', 'langsung', 'dengan', 'laut']","['indah', 'air', 'terjun', 'berbatasan', 'langsung', 'laut']","['indah', 'air', 'terjun', 'berbatasan', 'langsung', 'laut']","['indah', 'air', 'terjun', 'batas', 'langsung', 'laut']"
344,Soegiarto Soegiarto,air terjun yang indah yg airnya langsung ke laut lokasi ketapang sampang madura,Positif,"['air', 'terjun', 'yang', 'indah', 'yg', 'airnya', 'langsung', 'ke', 'laut', 'lokasi', 'ketapang', 'sampang', 'madura']","['air', 'terjun', 'yang', 'indah', 'yang', 'airnya', 'langsung', 'ke', 'laut', 'lokasi', 'ketapang', 'sampang', 'madura']","['air', 'terjun', 'indah', 'airnya', 'langsung', 'laut', 'lokasi', 'ketapang', 'sampang', 'madura']","['air', 'terjun', 'indah', 'airnya', 'langsung', 'laut', 'lokasi', 'ketapang', 'sampang', 'madura']","['air', 'terjun', 'indah', 'air', 'langsung', 'laut', 'lokasi', 'ketapang', 'sampang', 'madura']"
345,Mazz Bakirz,karna tempatnya sejuk dan bagus untuk menenangkan fikiran,Positif,"['karna', 'tempatnya', 'sejuk', 'dan', 'bagus', 'untuk', 'menenangkan', 'fikiran']","['karena', 'tempatnya', 'sejuk', 'dan', 'bagus', 'untuk', 'menenangkan', 'fikiran']","['tempatnya', 'sejuk', 'bagus', 'menenangkan', 'fikiran']","['tempatnya', 'sejuk', 'bagus', 'menenangkan', 'fikiran']","['tempat', 'sejuk', 'bagus', 'tenang', 'fikiran']"
346,Darmo Suwoko Wibisono,air terjun nya kotor berwarna coklat,Negatif,"['air', 'terjun', 'nya', 'kotor', 'berwarna', 'coklat']","['air', 'terjun', 'nya', 'kotor', 'berwarna', 'coklat']","['air', 'terjun', 'nya', 'kotor', 'berwarna', 'coklat']","['air', 'terjun', 'kotor', 'berwarna', 'coklat']","['air', 'terjun', 'kotor', 'warna', 'coklat']"
347,Dinda Daa,spot fotonya diperbanyak biar ga bosen,Positif,"['spot', 'fotonya', 'diperbanyak', 'biar', 'ga', 'bosen']","['spot', 'fotonya', 'banyak', 'biar', 'tidak', 'bosen']","['spot', 'fotonya', 'biar', 'bosen']","['spot', 'fotonya', 'biar', 'bosen']","['spot', 'foto', 'biar', 'bosen']"
348,rifmi utami,amazing place bagus untuk tadabur alam tp tdk untuk mandi,Positif,"['amazing', 'place', 'bagus', 'untuk', 'tadabur', 'alam', 'tp', 'tdk', 'untuk', 'mandi']","['takjub', 'place', 'bagus', 'untuk', 'tadabur', 'alam', 'tapi', 'tidak', 'untuk', 'mandi']","['takjub', 'place', 'bagus', 'tadabur', 'alam', 'mandi']","['takjub', 'place', 'bagus', 'tadabur', 'alam', 'mandi']","['takjub', 'place', 'bagus', 'tadabur', 'alam', 'mandi']"
349,Bambang Hariyanto,tempat yg indah dngan pemandangan laut yg luas,Positif,"['tempat', 'yg', 'indah', 'dngan', 'pemandangan', 'laut', 'yg', 'luas']","['tempat', 'yang', 'indah', 'dengan', 'pemandangan', 'laut', 'yang', 'luas']","['indah', 'pemandangan', 'laut', 'luas']","['indah', 'pemandangan', 'laut', 'luas']","['indah', 'pandang', 'laut', 'luas']"
350,yonas setiawan,kebetulan laut sedang pasang jadi tidak bisa mendapatkan foto yang baik,Positif,"['kebetulan', 'laut', 'sedang', 'pasang', 'jadi', 'tidak', 'bisa', 'mendapatkan', 'foto', 'yang', 'baik']","['kebetulan', 'laut', 'sedang', 'pasang', 'jadi', 'tidak', 'bisa', 'mendapatkan', 'foto', 'yang', 'baik']","['laut', 'pasang', 'foto']","['laut', 'pasang', 'foto']","['laut', 'pasang', 'foto']"
351,Siens Harianto,indah,Positif,['indah'],['indah'],['indah'],['indah'],['indah']
352,Kaka Uben,sangat tepat untuk beristirahat dan pemandangan alamnya sangat indah,Positif,"['sangat', 'tepat', 'untuk', 'beristirahat', 'dan', 'pemandangan', 'alamnya', 'sangat', 'indah']","['sangat', 'tepat', 'untuk', 'beristirahat', 'dan', 'pemandangan', 'alamnya', 'sangat', 'indah']","['beristirahat', 'pemandangan', 'alamnya', 'indah']","['beristirahat', 'pemandangan', 'alamnya', 'indah']","['istirahat', 'pandang', 'alam', 'indah']"
353,Ummi Syafira,bagus yg pasti tempatnya sejuk dong,Positif,"['bagus', 'yg', 'pasti', 'tempatnya', 'sejuk', 'dong']","['bagus', 'yang', 'pasti', 'tempatnya', 'sejuk', 'dong']","['bagus', 'tempatnya', 'sejuk']","['bagus', 'tempatnya', 'sejuk']","['bagus', 'tempat', 'sejuk']"
354,Agus salim,nyaman enak,Positif,"['nyaman', 'enak']","['nyaman', 'enak']","['nyaman', 'enak']","['nyaman', 'enak']","['nyaman', 'enak']"
355,Ab za Ab,tidak seperti awal opening dan sampah berserakan,Negatif,"['tidak', 'seperti', 'awal', 'opening', 'dan', 'sampah', 'berserakan']","['tidak', 'seperti', 'awal', 'opening', 'dan', 'sampah', 'berserakan']","['opening', 'sampah', 'berserakan']","['opening', 'sampah', 'berserakan']","['opening', 'sampah', 'sera']"
356,COMET RNR PLURBALINGGA,pemandangan yg menghipnotis mata akan keindahan alam,Positif,"['pemandangan', 'yg', 'menghipnotis', 'mata', 'akan', 'keindahan', 'alam']","['pemandangan', 'yang', 'menghipnotis', 'mata', 'akan', 'keindahan', 'alam']","['pemandangan', 'menghipnotis', 'mata', 'keindahan', 'alam']","['pemandangan', 'menghipnotis', 'mata', 'keindahan', 'alam']","['pandang', 'hipnotis', 'mata', 'indah', 'alam']"
357,kharis putra,siip,Positif,['siip'],['sip'],['sip'],[],[]
358,Miftahur Rohman,pemandangan pantai yang indah,Positif,"['pemandangan', 'pantai', 'yang', 'indah']","['pemandangan', 'pantai', 'yang', 'indah']","['pemandangan', 'pantai', 'indah']","['pemandangan', 'pantai', 'indah']","['pandang', 'pantai', 'indah']"
359,Alfan Isubahry,suasana alamnya masih asri,Positif,"['suasana', 'alamnya', 'masih', 'asri']","['suasana', 'alamnya', 'masih', 'asri']","['suasana', 'alamnya', 'asri']","['suasana', 'alamnya', 'asri']","['suasana', 'alam', 'asri']"
360,Helmy Afrul,obyek foto yang ciamik,Positif,"['obyek', 'foto', 'yang', 'ciamik']","['obyek', 'foto', 'yang', 'ciamik']","['obyek', 'foto', 'ciamik']","['obyek', 'foto', 'ciamik']","['obyek', 'foto', 'ciamik']"
361,Awi Frilian,wisata air terjun turoan,Positif,"['wisata', 'air', 'terjun', 'turoan']","['wisata', 'air', 'terjun', 'turoan']","['wisata', 'air', 'terjun', 'turoan']","['wisata', 'air', 'terjun', 'turoan']","['wisata', 'air', 'terjun', 'turoan']"
362,Galih Wijaya,tujuan wisata yg lumayan searah dg pantai nepah,Positif,"['tujuan', 'wisata', 'yg', 'lumayan', 'searah', 'dg', 'pantai', 'nepah']","['tujuan', 'wisata', 'yang', 'lumayan', 'searah', 'dg', 'pantai', 'nepah']","['tujuan', 'wisata', 'lumayan', 'searah', 'dg', 'pantai', 'nepah']","['tujuan', 'wisata', 'lumayan', 'searah', 'dg', 'pantai', 'nepah']","['tuju', 'wisata', 'lumayan', 'arah', 'dg', 'pantai', 'nepah']"
363,Aynta Rimahim,bagus banget aku suka pengen liburan ke madura lagi bareng keluarga,Positif,"['bagus', 'banget', 'aku', 'suka', 'pengen', 'liburan', 'ke', 'madura', 'lagi', 'bareng', 'keluarga']","['bagus', 'banget', 'aku', 'suka', 'mau', 'liburan', 'ke', 'madura', 'lagi', 'bareng', 'keluarga']","['bagus', 'banget', 'suka', 'liburan', 'madura', 'bareng', 'keluarga']","['bagus', 'banget', 'suka', 'liburan', 'madura', 'bareng']","['bagus', 'banget', 'suka', 'libur', 'madura', 'bareng']"
